Customer Lifetime Value,Response,EmploymentStatus,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Total Claim Amount
5905.971667,No,Employed,59848,73,5,98,131.614733
7492.055949,No,Employed,39815,64,17,68,91.391245
3427.154407,No,Employed,58840,86,25,44,73.27252
5181.620895,Yes,Employed,97131,64,5,80,307.2
4686.469674,Yes,Employed,58089,118,31,83,566.4
2710.12066,No,Unemployed,0,71,7,87,340.8
4313.34397,No,Unemployed,0,126,2,96,656.57161
4755.36505,No,Employed,21808,119,0,71,571.2
36516.0456,No,Employed,89771,114,5,83,432.409662
7792.067056,No,Employed,36776,65,21,21,240.186527
2549.998419,No,Employed,31213,65,0,29,312
7521.282545,No,Unemployed,0,115,33,0,987.293841
11510.36033,No,Unemployed,0,61,11,39,439.2
7999.251628,No,Unemployed,0,107,13,17,513.6
7927.182997,No,Employed,32555,68,32,72,86.912677
21123.1166,No,Unemployed,0,69,15,9,496.8
2453.570794,Yes,Medical Leave,29735,69,3,92,331.2
2981.549197,No,Employed,80590,74,26,3,97.928632
5110.755667,No,Disabled,22565,132,0,20,633.6
5351.853544,No,Employed,54817,137,24,28,209.504391
9015.819465,No,Unemployed,0,62,26,34,42.642554
5903.612641,No,Employed,55393,74,15,6,2.173552
8852.734284,No,Unemployed,0,83,12,97,597.6
13333.38849,No,Employed,75634,110,13,52,432.805382
8658.863813,Yes,Employed,62464,109,23,45,400.181882
4871.15057,No,Employed,72648,61,0,78,120.850664
5279.198664,No,Employed,77167,66,15,99,137.086695
6689.022728,Yes,Employed,56980,84,33,70,599.000883
5244.550942,No,Employed,27444,66,21,88,313.931213
6688.857444,No,Employed,57289,86,21,88,562.224942
8408.308374,No,Employed,84091,105,18,48,380.560266
2052.948967,No,Unemployed,0,67,33,21,806.180375
10592.58753,No,Employed,59590,136,15,67,460.266881
2913.493264,No,Employed,89672,72,7,92,309.568636
5243.446345,No,Employed,96535,66,11,85,271.074379
14191.59699,No,Employed,25575,117,10,41,561.6
9426.384787,No,Employed,38910,78,3,78,20.209679
4521.190551,No,Employed,39426,114,33,12,412.884282
3579.023825,No,Employed,28304,91,10,30,655.2
6285.15476,No,Employed,52210,80,6,74,384
7844.252972,No,Unemployed,0,102,20,46,273.945412
8283.843281,No,Employed,94851,104,6,33,190.998822
2436.397813,No,Unemployed,0,67,16,92,399.0564
2538.62632,Yes,Retired,18608,71,13,24,340.8
7304.395148,No,Employed,41025,92,22,92,20.374393
32474.76977,No,Employed,71449,102,17,7,734.4
6674.455913,No,Employed,92653,83,15,80,456.519419
33473.34946,Yes,Employed,33190,106,18,95,508.8
6459.640942,No,Employed,24290,82,15,84,393.6
4605.036646,Yes,Medical Leave,22571,63,29,51,302.4
5686.743252,No,Employed,26409,71,30,70,475.166267
6608.165971,No,Medical Leave,21616,93,4,41,944.854655
7158.530736,No,Employed,36463,92,8,25,441.6
10179.71704,Yes,Retired,14290,271,20,40,1300.8
5052.381573,No,Employed,34645,69,1,2,220.446667
5201.357604,No,Employed,67001,131,7,36,463.425687
8632.783576,No,Employed,96200,107,9,45,513.6
7350.930502,No,Employed,69241,93,2,63,111.250449
7690.159642,No,Employed,55843,64,3,80,307.2
8259.1108,No,Disabled,20305,76,14,63,496.477418
2317.282049,No,Unemployed,0,68,10,81,489.6
8929.611119,No,Employed,44329,112,25,58,537.6
4854.362069,No,Employed,44279,61,32,7,292.8
2659.70565,Yes,Unemployed,0,87,4,4,420.041981
8750.222052,No,Employed,34695,113,1,60,100.323765
5054.780543,No,Employed,79297,64,34,64,72.760316
2199.516645,No,Unemployed,0,62,29,72,297.6
5715.312991,No,Employed,84183,72,29,86,255.565349
9566.839884,No,Employed,53375,79,20,92,127.322656
10094.13003,No,Employed,32046,127,28,23,475.599472
5444.793941,No,Employed,91393,67,19,54,460.551521
2582.408525,Yes,Employed,76731,64,2,68,201.455005
50568.25912,No,Employed,82081,249,1,62,753.760098
3484.247842,No,Employed,51337,88,3,70,72.543171
5555.830205,Yes,Employed,74015,72,12,61,471.443077
4173.140695,No,Unemployed,0,117,10,37,842.4
2897.494724,No,Unemployed,0,77,19,17,554.4
8044.511759,No,Employed,68849,67,9,67,252.699037
7716.997859,No,Employed,37376,99,34,52,65.548725
2274.669484,No,Unemployed,0,64,12,25,621.968062
8658.863813,Yes,Employed,62464,109,23,45,400.181882
11260.90364,No,Employed,88304,95,2,17,276.467811
16414.04415,No,Unemployed,0,112,11,9,682.422936
20018.20459,No,Employed,65900,62,17,41,297.6
4698.759935,No,Unemployed,0,67,27,71,321.6
9002.117386,No,Employed,61374,113,5,27,210.100003
25030.89457,No,Unemployed,0,110,1,53,528
3102.998522,No,Employed,31841,78,24,11,126.857228
2587.107864,No,Employed,27861,65,22,67,312
4983.61893,No,Unemployed,0,83,22,0,736.00483
6265.343299,Yes,Unemployed,0,84,18,25,481.025786
7233.540011,No,Employed,94550,90,0,93,432
5357.260833,No,Employed,39604,68,2,21,63.127223
11130.11974,No,Employed,42928,93,20,65,651.623195
2610.369217,No,Employed,54737,66,3,86,391.970334
7452.543017,No,Unemployed,0,68,14,46,489.6
6352.961129,No,Employed,80587,78,7,5,276.191729
14585.37736,No,Unemployed,0,194,26,10,931.2
17292.93538,No,Employed,80028,86,34,37,114.02307
4254.620669,Yes,Disabled,11904,61,34,11,292.8
9621.72619,No,Employed,54872,121,9,50,580.8
14260.91441,No,Unemployed,0,99,2,30,204.121476
7756.307652,No,Unemployed,0,74,24,63,532.8
5875.212734,No,Employed,46417,74,16,14,164.746184
4946.960039,No,Employed,46239,67,17,1,6.395416
2660.009874,No,Unemployed,0,73,18,61,350.4
2372.289378,No,Medical Leave,25550,61,28,13,439.2
15613.95173,No,Employed,27514,197,12,97,1367.199081
7803.503824,No,Employed,84417,98,5,32,139.714897
10346.11154,No,Employed,55906,86,26,3,58.469264
4960.548942,No,Medical Leave,21638,65,9,81,468
7099.574987,No,Disabled,16121,65,5,85,312
24442.29656,No,Employed,36261,68,3,71,16.800832
13466.92071,Yes,Disabled,11432,119,11,9,571.2
2598.061204,No,Employed,62566,65,4,3,48.344273
2886.451602,Yes,Retired,10312,78,10,63,486.278557
2566.398498,No,Employed,67778,64,17,17,171.287759
6252.3631,No,Employed,92895,77,5,2,43.14147
5174.689686,No,Employed,55290,65,26,33,13.874775
9263.179837,No,Employed,23377,116,15,19,556.8
4834.710493,Yes,Employed,38713,66,31,69,316.8
2361.742243,No,Unemployed,0,66,17,92,145.896438
2674.730716,Yes,Employed,56342,69,12,89,331.2
16159.54237,No,Employed,29593,137,15,52,657.6
26197.41498,Yes,Disabled,18495,113,10,15,542.4
2664.242814,No,Employed,82887,66,22,4,420.374805
15162.06565,No,Employed,71366,94,23,56,265.216633
22332.43946,Yes,Employed,49078,97,10,3,484.013411
4995.1712,No,Retired,10787,71,33,25,697.798804
16109.75353,No,Unemployed,0,73,12,42,350.4
4957.404306,No,Medical Leave,10194,65,34,35,312
2866.779811,No,Employed,81763,72,22,12,518.4
8719.896238,No,Employed,59763,73,4,31,350.4
22448.68617,No,Unemployed,0,78,7,63,561.6
6864.647514,No,Employed,96832,85,19,23,408
4980.18765,No,Disabled,21135,130,14,59,678.946216
2312.328541,No,Medical Leave,16143,62,3,73,32.114117
5555.830205,Yes,Employed,74015,72,12,61,471.443077
26763.82631,No,Employed,84178,74,34,80,12.588784
2471.441785,No,Unemployed,0,70,32,14,504
17759.38575,No,Unemployed,0,63,10,19,661.7151
14628.49627,No,Employed,63936,189,4,29,765.012123
5801.828142,No,Unemployed,0,83,17,28,597.6
5209.945549,No,Employed,37940,129,11,36,512.542299
2814.438036,No,Employed,30703,70,15,58,336
5417.744055,No,Employed,54898,69,25,32,176.242159
16775.80883,No,Employed,89030,139,31,62,49.566591
7980.304624,No,Retired,15630,115,8,60,656.775467
5107.163002,Yes,Employed,35625,65,10,56,288.572108
2690.781969,No,Employed,48329,67,9,70,470.386291
4254.620669,Yes,Disabled,11904,61,34,11,292.8
4643.413135,No,Disabled,12261,125,26,80,600
6217.258012,No,Unemployed,0,86,15,94,39.730199
11373.98852,No,Employed,87810,94,15,26,225.641724
10861.71019,No,Employed,64744,139,5,34,41.308429
8569.36439,No,Unemployed,0,117,13,11,957.134978
16069.95283,No,Employed,60735,135,11,59,571.695889
2410.355726,No,Unemployed,0,67,5,53,482.4
14057.42125,No,Employed,36261,118,14,78,1197.713861
4872.577302,No,Unemployed,0,135,32,33,648
9031.214859,Yes,Unemployed,0,122,15,47,650.52179
2993.117683,No,Employed,23277,77,14,68,369.6
5846.520588,No,Employed,50320,73,24,6,297.738909
2589.43003,No,Employed,49675,65,10,54,312
6558.880167,No,Medical Leave,19508,61,22,59,292.8
8105.996039,No,Medical Leave,20815,110,7,35,528
7232.609391,No,Employed,46621,61,20,31,30.448249
13599.92487,No,Disabled,22775,184,6,10,883.2
5093.379714,No,Employed,91814,63,30,99,167.037619
6047.02516,Yes,Employed,20396,76,15,60,364.8
7172.070153,No,Employed,73836,182,8,35,553.385695
3438.949322,No,Employed,55910,86,4,3,324.348688
5418.463878,No,Employed,43054,68,5,41,326.4
7824.492263,No,Employed,64543,65,1,84,200.177163
7930.602564,No,Employed,75988,67,0,40,200.54531
9321.284825,No,Unemployed,0,64,26,99,572.522796
2775.080095,No,Disabled,29051,73,31,79,153.200014
5792.666316,No,Employed,87382,72,26,65,345.6
3596.83011,No,Employed,30694,91,22,23,436.8
14713.52329,No,Unemployed,0,85,4,18,877.034575
44520.13577,No,Employed,49259,144,35,36,820.431905
3071.784639,No,Employed,47528,77,10,73,277.582137
8471.292552,No,Employed,70624,106,6,52,49.234943
7205.019561,No,Unemployed,0,64,27,62,505.975326
11154.67599,No,Employed,31409,93,10,50,381.960657
10168.27175,No,Employed,35504,128,4,86,404.303518
5688.20499,No,Employed,44833,72,24,59,345.6
5272.932008,No,Employed,24423,67,5,62,321.6
13799.05459,No,Unemployed,0,127,20,31,609.6
4167.994667,No,Unemployed,0,69,22,98,433.959806
4242.69282,No,Unemployed,0,61,5,51,439.2
5736.45893,No,Employed,96917,71,31,16,373.047039
2679.686625,No,Employed,84450,68,18,12,291.257059
11828.61437,No,Unemployed,0,111,4,8,1018.808223
11905.06754,No,Unemployed,0,115,19,39,840.179082
4212.8026,No,Disabled,10097,110,17,69,218.635593
5553.18672,No,Employed,33255,138,0,20,662.4
26538.57925,No,Employed,94132,73,31,68,350.4
6511.467626,No,Employed,42602,85,7,75,63.161647
4730.355248,No,Medical Leave,17250,62,16,90,175.528642
2908.020838,No,Employed,74212,73,16,26,188.878749
4821.156466,No,Employed,85756,61,18,74,117.036869
2248.449633,Yes,Retired,24910,63,7,63,347.857619
5232.454958,No,Employed,41596,66,12,12,316.8
2557.585549,No,Employed,72202,63,12,13,453.6
5871.175279,No,Employed,33967,76,0,60,364.8
3681.978995,No,Employed,77951,93,28,46,19.668633
5918.066128,No,Employed,77521,73,6,66,350.4
16152.90489,No,Unemployed,0,109,12,66,852.460341
4984.618655,Yes,Employed,86305,62,1,99,80.73124
6637.228238,No,Unemployed,0,92,4,83,662.4
5979.724161,Yes,Employed,57693,76,16,56,547.2
7736.457821,No,Unemployed,0,112,6,37,78.975117
5644.474853,No,Employed,33137,74,16,8,472.500375
6944.739992,No,Unemployed,0,68,24,31,489.6
7373.225991,No,Employed,44938,183,7,37,2069.309854
13979.09014,No,Employed,33617,117,6,12,761.722334
2395.968567,No,Employed,38460,61,11,98,191.365686
2387.858281,No,Unemployed,0,67,23,88,482.4
4883.335068,No,Employed,40171,123,13,23,576.880144
20496.69426,No,Unemployed,0,64,10,72,307.2
2491.317024,Yes,Employed,36631,62,30,77,67.530904
7372.230729,No,Employed,74335,187,3,4,896.436023
12625.27947,No,Employed,79421,104,2,85,115.126739
5261.419836,No,Employed,38466,68,18,5,204.685796
4895.811925,No,Employed,54495,61,7,3,182.350945
4034.926461,No,Unemployed,0,112,8,28,806.4
10179.71704,Yes,Retired,14290,271,20,40,1300.8
17497.52201,Yes,Unemployed,0,73,9,94,350.4
10569.62547,No,Employed,45776,89,2,17,95.95081
7842.865664,No,Employed,94263,98,33,78,112.420211
7942.448548,No,Disabled,12181,108,10,19,591.511506
17002.02246,No,Employed,97268,85,23,88,35.278648
2602.212965,No,Disabled,28995,67,28,42,321.6
4112.841668,No,Disabled,25030,113,16,97,542.4
5213.068893,No,Disabled,12613,70,6,81,336
2292.791874,No,Unemployed,0,64,18,30,460.8
3933.813993,Yes,Employed,25927,103,6,20,674.973614
9234.277026,No,Unemployed,0,134,29,43,643.2
4650.063763,Yes,Retired,28215,65,15,26,468
3954.344534,Yes,Disabled,18375,103,8,50,535.080276
6953.952351,No,Employed,43221,87,33,51,398.735257
2876.775085,No,Unemployed,0,84,4,29,849.011958
6265.343299,Yes,Unemployed,0,84,18,25,481.025786
3145.456489,No,Employed,52082,79,2,47,379.2
2688.878609,No,Employed,50719,68,10,28,394.248334
4749.127521,No,Unemployed,0,123,33,35,590.4
8364.502793,No,Unemployed,0,110,7,40,528
3450.328786,No,Employed,39248,87,27,22,386.765125
2935.838245,No,Unemployed,0,82,11,35,590.4
2772.502139,No,Employed,68463,70,19,67,336
3963.40327,No,Employed,38096,99,3,28,475.2
8062.546117,No,Employed,42124,101,3,78,484.8
7805.31287,Yes,Retired,21073,106,25,54,508.8
4855.773614,No,Employed,24149,61,15,10,292.8
2886.451602,Yes,Retired,10312,78,10,63,486.278557
2724.430809,No,Unemployed,0,77,15,31,404.82483
9976.24549,No,Employed,74115,63,24,24,275.349481
3755.260251,No,Employed,34624,95,28,66,270.370335
9642.214529,No,Employed,36108,128,5,35,614.4
4573.998134,No,Unemployed,0,127,22,53,914.4
4017.055485,No,Unemployed,0,118,23,54,959.849922
12052.88693,No,Employed,43184,102,6,81,376.836888
2525.419695,No,Unemployed,0,67,9,37,146.301396
8207.777598,No,Employed,35349,102,7,2,489.6
4569.8758,No,Unemployed,0,124,32,75,250.723005
16979.79757,Yes,Employed,35095,73,25,56,525.6
18061.91837,No,Medical Leave,13164,70,0,45,75.393383
5191.047011,No,Unemployed,0,141,7,32,676.8
6271.315156,No,Employed,94880,79,18,73,347.595108
4619.449922,No,Employed,95301,114,34,43,547.2
8571.480718,No,Employed,56202,107,19,33,513.511091
3245.479985,No,Employed,35592,82,34,38,496.805418
12489.21197,No,Unemployed,0,113,4,13,542.4
3799.746262,No,Unemployed,0,102,1,99,489.6
10004.74874,No,Unemployed,0,89,6,55,640.8
5577.669457,No,Disabled,11097,73,26,50,350.4
16705.10312,No,Employed,74900,208,31,63,998.4
31864.8589,No,Employed,23576,89,8,72,383.508096
3708.811428,No,Disabled,23393,95,26,37,456
7203.133626,No,Unemployed,0,95,3,29,149.843223
2649.658715,No,Unemployed,0,73,3,93,350.4
6991.614179,No,Employed,66346,87,15,7,78.179743
3380.712383,No,Employed,58109,86,9,6,412.8
20096.89337,Yes,Employed,92766,71,17,15,379.029102
24706.92011,No,Medical Leave,26307,73,26,1,313.192439
7416.466665,No,Unemployed,0,69,6,52,238.057939
5605.380417,No,Employed,21171,72,2,40,345.6
13749.37083,No,Employed,82753,114,3,42,264.666921
2203.588481,No,Unemployed,0,64,8,12,757.206098
3369.71211,No,Employed,39754,85,2,35,62.282034
7296.493236,No,Unemployed,0,67,29,88,321.6
7840.646748,No,Unemployed,0,76,17,34,364.8
14837.50253,No,Unemployed,0,70,18,46,712.619939
7441.004843,No,Employed,91915,186,0,91,93.56694
11981.98481,Yes,Retired,21514,62,0,59,257.248789
4163.04081,No,Employed,43276,104,16,11,499.2
8054.982035,No,Employed,75531,102,2,13,489.6
22658.53652,Yes,Retired,23665,67,19,50,404.817249
4048.722426,No,Unemployed,0,118,9,26,566.4
10288.92495,No,Employed,96337,127,19,12,609.6
21920.81339,No,Employed,60180,183,14,70,988.533256
16468.22079,Yes,Unemployed,0,63,4,52,685.12694
5167.357134,No,Employed,30376,66,26,16,316.8
5757.442258,Yes,Employed,88997,72,9,71,174.041566
2487.777024,No,Employed,69236,63,31,83,110.868874
14594.45235,No,Disabled,27627,63,10,43,453.6
5320.343098,No,Employed,77524,68,12,95,64.799325
2442.200921,No,Employed,75449,61,3,31,130.775164
5142.389806,No,Employed,35666,131,12,76,312.110029
2511.944048,No,Medical Leave,17658,65,10,44,312
2629.315549,No,Unemployed,0,71,0,44,340.8
2449.128459,No,Medical Leave,20567,72,24,76,345.6
4061.997378,No,Employed,30061,104,4,22,499.2
5252.511788,No,Unemployed,0,74,32,62,532.8
4372.194536,No,Medical Leave,20354,116,23,0,556.8
15320.21872,No,Employed,36637,192,28,52,921.6
9657.579498,Yes,Unemployed,0,131,34,61,628.8
2472.469209,Yes,Employed,63860,62,26,81,208.598246
6191.402312,No,Unemployed,0,199,4,29,955.2
13583.6249,No,Employed,58544,114,19,48,769.788818
27528.31132,No,Employed,54586,76,1,91,122.590766
2952.581331,No,Employed,57248,74,31,17,355.2
4949.389491,No,Unemployed,0,134,15,3,964.8
8209.924674,No,Employed,66037,69,2,83,69.004181
4170.687348,Yes,Employed,29462,107,28,23,513.6
20600.23958,No,Employed,64541,86,16,43,256.279637
2858.087414,No,Employed,27382,71,33,35,134.104322
6282.082435,No,Employed,32311,79,10,23,207.289724
2776.842204,No,Medical Leave,23830,76,24,22,364.8
14194.15441,No,Employed,88178,70,32,78,336
9726.551005,No,Employed,72236,80,2,29,518.064733
8099.466122,No,Unemployed,0,112,19,42,438.812143
5020.473987,No,Employed,67890,63,23,26,174.08854
4834.710493,Yes,Employed,38713,66,31,69,316.8
17625.53763,No,Employed,77803,63,30,18,217.554695
11009.13049,Yes,Employed,51643,283,16,43,1358.4
4502.207001,No,Employed,46402,113,7,2,476.385575
10570.7888,No,Employed,92044,132,7,77,617.288574
10614.64457,No,Medical Leave,16040,96,29,93,611.476898
11436.42994,No,Unemployed,0,135,12,84,980.52817
4458.113369,Yes,Retired,17622,65,1,36,312
5558.31428,No,Unemployed,0,188,5,61,2156.011022
5169.49937,Yes,Medical Leave,12430,73,22,13,350.4
7840.165778,Yes,Employed,58414,210,7,24,1008
24108.30057,No,Disabled,17257,70,1,88,551.132139
5638.046345,No,Employed,70492,70,29,82,328.362698
7680.147853,No,Employed,68229,96,11,41,460.8
8409.067687,No,Employed,33397,106,31,15,508.8
12341.83389,No,Employed,72503,106,29,99,295.821353
2611.128028,No,Employed,90349,64,31,77,435.7186
6081.481291,No,Unemployed,0,87,24,23,626.4
4416.345862,No,Employed,25480,117,26,49,486.545439
10932.21496,No,Employed,72462,68,8,70,272.737308
5427.174517,No,Medical Leave,27677,72,10,82,345.6
6190.316839,No,Medical Leave,25743,79,13,63,596.2476
4523.752381,No,Employed,74935,112,15,62,192.859737
2482.38724,No,Unemployed,0,71,13,50,511.2
6903.946532,No,Medical Leave,15921,92,9,12,571.549745
21740.02913,No,Employed,30095,136,0,94,652.8
37939.48817,No,Employed,20587,106,14,21,363.77598
31215.68581,No,Unemployed,0,117,9,12,1227.822079
8482.456771,No,Employed,29628,106,29,45,763.2
8490.284985,No,Disabled,28677,78,3,30,131.515739
8886.610685,No,Employed,87094,113,20,17,64.894362
4670.953723,No,Unemployed,0,64,25,89,181.810486
10209.9339,No,Employed,43736,128,0,88,614.4
4118.588554,Yes,Employed,69379,103,14,79,494.4
7409.586372,No,Employed,80415,62,24,15,281.372658
3803.79853,No,Employed,26050,97,4,51,465.6
12157.32992,Yes,Employed,57449,103,6,28,494.4
28119.28723,No,Employed,68211,99,9,21,475.2
8219.358756,No,Employed,28445,103,18,72,427.762841
4803.24007,No,Employed,37313,62,34,39,246.57631
10865.86075,No,Unemployed,0,110,27,48,1066.913401
3425.73115,No,Employed,29194,89,28,31,424.466821
8609.158215,Yes,Employed,79090,107,2,74,289.040734
4605.036646,Yes,Medical Leave,22571,63,29,51,302.4
18634.72656,No,Unemployed,0,139,16,33,1066.63167
3465.52691,No,Employed,48744,86,3,59,412.8
2478.180205,No,Unemployed,0,71,24,32,511.2
5792.439588,No,Employed,29530,74,31,79,222.478994
5548.031892,Yes,Employed,67798,69,1,78,331.2
3443.301126,No,Medical Leave,16208,93,22,20,446.4
4529.072491,No,Employed,94757,112,0,25,5.453269
5597.12496,Yes,Employed,37995,139,16,50,667.2
2616.613903,Yes,Employed,72302,66,6,27,316.8
10506.88413,No,Employed,37934,137,2,58,385.440163
10758.65568,No,Retired,19382,94,31,18,676.8
5498.661301,No,Employed,33191,70,9,80,443.53718
2791.880258,No,Employed,72389,70,3,76,206.158416
5176.157299,No,Employed,91475,64,28,35,73.295606
8166.878898,No,Unemployed,0,111,2,29,799.2
4267.076892,No,Employed,43682,107,12,73,148.003496
5217.513287,Yes,Employed,39854,66,6,4,261.930545
7807.216137,No,Employed,52162,99,1,63,251.152889
5058.927182,No,Unemployed,0,134,32,27,643.2
7772.579276,No,Employed,74755,195,10,10,1404
11533.96706,No,Employed,85339,95,6,43,392.7457
5073.282126,Yes,Employed,57709,125,10,26,600
4636.54647,Yes,Retired,26802,66,7,43,316.8
5296.838482,No,Unemployed,0,73,33,44,152.080908
6273.911874,Yes,Retired,18577,86,21,76,412.8
8002.308333,Yes,Unemployed,0,107,3,65,513.6
15563.36944,No,Unemployed,0,253,15,40,1214.4
4723.821588,No,Employed,21546,119,20,66,625.395925
8436.350708,No,Employed,49182,70,6,86,165.410515
7153.208425,No,Employed,32238,91,15,80,439.781453
6990.691643,No,Unemployed,0,68,24,2,326.4
6375.079233,No,Employed,98118,83,28,68,398.4
27990.35769,No,Employed,22971,101,24,8,562.021558
4971.727892,No,Employed,49161,63,16,41,171.746945
7611.949286,No,Employed,90252,95,1,77,122.924197
2422.194555,No,Employed,25036,61,11,30,292.8
4647.423581,No,Employed,28314,121,21,37,580.8
7765.228166,No,Employed,56337,97,26,25,465.6
6189.443994,No,Employed,99074,77,4,40,208.38907
3520.696547,No,Employed,31708,94,3,43,451.2
2678.457672,No,Unemployed,0,83,3,85,398.4
6274.564531,No,Unemployed,0,67,23,39,431.32052
4650.063763,Yes,Retired,28215,65,15,26,468
12010.93726,No,Unemployed,0,119,3,24,856.8
10193.77423,No,Employed,21119,128,1,79,614.4
15862.17507,No,Unemployed,0,66,14,16,475.2
17254.03699,No,Unemployed,0,69,33,49,331.2
5294.230247,No,Unemployed,0,70,9,19,20.521312
6274.447705,No,Medical Leave,13662,85,29,37,408
8007.399376,Yes,Unemployed,0,112,12,93,537.6
30966.31981,No,Unemployed,0,109,18,2,691.401424
2666.976685,No,Employed,79251,67,10,32,321.6
18572.01022,No,Employed,51294,116,19,45,113.237624
6595.101921,No,Unemployed,0,105,2,38,847.717402
2243.473907,No,Unemployed,0,62,34,71,675.468453
7423.929008,No,Unemployed,0,107,27,27,513.6
4627.090729,No,Medical Leave,29124,129,15,41,619.2
4413.255399,No,Unemployed,0,65,19,33,312
3163.283136,No,Employed,97266,79,29,84,546.052144
4908.124429,No,Employed,48207,63,28,85,164.974886
7850.590399,No,Unemployed,0,69,5,78,331.2
3210.417377,No,Unemployed,0,88,3,8,325.917598
5387.40977,No,Employed,97316,67,13,18,309.076476
2472.469209,Yes,Employed,63860,62,26,81,208.598246
5403.586356,No,Employed,72633,67,28,91,155.761761
31410.92822,No,Employed,28013,266,25,30,1276.8
7627.431532,No,Employed,60479,96,1,44,85.155359
7540.390159,No,Unemployed,0,68,24,42,519.757811
2617.704041,No,Medical Leave,14151,72,5,41,345.6
7212.143863,No,Employed,75891,61,1,5,61.285525
6671.766636,No,Unemployed,0,183,5,81,1317.6
5677.642084,No,Employed,53078,73,1,10,764.221884
22952.06778,No,Disabled,20031,86,4,83,109.69048
2960.567044,No,Employed,92070,74,16,1,368.669336
2446.681538,No,Employed,44509,61,8,68,226.731454
7659.71722,No,Unemployed,0,73,22,93,525.6
4533.733641,No,Employed,91967,113,4,74,156.736745
2355.281389,No,Unemployed,0,63,20,5,302.4
14316.84569,No,Employed,97379,119,10,62,354.764801
10179.71704,Yes,Retired,14290,271,20,40,1300.8
8129.511,No,Unemployed,0,119,3,11,729.405742
13272.22792,No,Unemployed,0,194,31,11,1396.8
17817.46464,No,Unemployed,0,68,4,71,256.916302
25002.01883,No,Employed,21927,71,32,40,128.624785
19955.25713,No,Employed,69096,99,24,32,64.669515
4606.26977,No,Unemployed,0,72,8,14,518.4
15114.40241,Yes,Medical Leave,28513,100,4,22,480
4782.349875,No,Employed,81687,61,7,77,292.8
6317.373557,No,Medical Leave,13792,87,2,3,620.19254
16224.54182,No,Employed,32184,136,14,91,266.146673
9585.501257,No,Employed,26432,88,19,89,422.4
10130.93442,No,Employed,59232,85,6,75,408
7343.52792,No,Unemployed,0,72,26,12,345.6
7699.632103,No,Medical Leave,23577,68,1,67,91.815153
5739.823806,No,Unemployed,0,80,27,88,848.201438
3874.86854,No,Employed,26670,98,23,13,541.229321
8112.323843,No,Employed,87403,68,1,63,456.290338
2707.429536,No,Employed,51455,67,16,85,11.046789
5686.961001,No,Employed,30242,72,30,23,48.288036
7381.623005,No,Employed,64311,62,21,79,157.174836
2724.262292,No,Unemployed,0,70,21,70,405.384524
9075.768214,Yes,Employed,37722,116,8,23,158.077504
2756.543334,No,Employed,42336,69,12,56,25.605349
8382.478392,Yes,Employed,25998,71,16,38,791.878042
7868.0982,No,Employed,24887,68,33,6,326.4
2851.645994,No,Unemployed,0,82,15,82,590.4
7615.369665,No,Employed,90918,64,22,19,163.411884
5658.531248,No,Employed,78834,72,14,20,345.6
4307.464888,No,Unemployed,0,62,27,14,434.26667
4820.704584,No,Employed,27872,61,19,78,186.857059
8754.16043,No,Employed,24012,112,30,91,82.211282
7259.328982,No,Medical Leave,16367,94,2,99,515.569363
2675.029491,No,Employed,55479,68,5,7,117.964245
3305.129877,No,Employed,40778,86,1,59,412.8
8984.040021,No,Unemployed,0,137,22,68,1532.080871
3567.503755,Yes,Unemployed,0,102,28,11,660.430456
23747.46699,No,Unemployed,0,96,29,22,460.8
3352.87052,No,Employed,95438,83,25,76,99.223092
5169.49937,Yes,Medical Leave,12430,73,22,13,350.4
8564.768226,Yes,Employed,95697,107,29,29,178.006524
8028.484649,No,Unemployed,0,74,26,84,532.8
9000.439546,No,Employed,28108,114,6,27,547.2
11638.89947,Yes,Medical Leave,25370,102,10,77,489.6
7376.795372,No,Unemployed,0,105,31,85,756
7892.088107,No,Disabled,28672,71,14,34,340.8
19160.98994,Yes,Employed,22705,239,19,59,1294.700423
5548.031892,Yes,Employed,67798,69,1,78,331.2
8319.5292,No,Employed,61367,70,7,85,498.533231
13770.97618,Yes,Employed,59207,116,23,21,556.8
5225.253777,No,Employed,67423,65,24,0,293.308765
16979.79757,Yes,Employed,35095,73,25,56,525.6
7485.356469,No,Employed,26380,96,29,70,177.36984
2639.644171,No,Employed,88731,66,10,72,148.971857
8085.448545,No,Employed,61409,68,30,80,264.040157
12316.79698,No,Unemployed,0,167,30,40,1985.999807
5568.947534,Yes,Unemployed,0,79,21,53,407.440238
3571.82831,No,Employed,74931,89,13,16,230.84972
3350.244285,No,Employed,74770,86,23,10,412.8
2716.190293,No,Unemployed,0,95,14,81,619.267164
38887.9034,No,Employed,44299,107,0,73,180.085807
2272.447229,No,Unemployed,0,71,22,10,390.498822
2849.252467,No,Employed,63326,72,2,34,361.564021
5328.320299,No,Unemployed,0,73,12,42,794.445585
4679.977728,No,Disabled,21720,128,5,7,837.905079
5345.201117,No,Employed,55571,135,4,46,904.813121
2437.084486,No,Employed,34759,61,30,84,302.353842
4637.544647,No,Unemployed,0,68,18,81,352.130674
8804.584902,No,Employed,38638,74,5,84,355.2
2438.689804,No,Employed,80927,62,25,8,211.660971
4736.34799,No,Unemployed,0,65,33,1,585.454243
5608.155723,No,Employed,81914,70,6,33,198.75466
