State,Customer Lifetime Value,Coverage,Monthly Premium Auto,Total Claim Amount,Vehicle Class,Vehicle Size
California,10960.93667,Extended,95,76.175672,Four-Door Car,Medsize
Oregon,2660.931663,Basic,66,22.945038,Two-Door Car,Medsize
Oregon,2004.350666,Basic,66,316.8,Four-Door Car,Small
Washington,15483.52986,Basic,196,1961.162049,Luxury SUV,Medsize
Oregon,8940.579278,Basic,111,406.48025,Sports Car,Medsize
Washington,5083.789524,Basic,64,73.258034,Two-Door Car,Medsize
Nevada,9031.214859,Extended,122,650.52179,Sports Car,Medsize
Oregon,32098.32209,Basic,105,504,SUV,Medsize
Oregon,22332.43946,Extended,97,484.013411,Four-Door Car,Medsize
Nevada,8560.162384,Basic,112,537.6,SUV,Medsize
California,7714.623619,Basic,106,763.2,Sports Car,Medsize
California,2936.993695,Extended,77,362.276183,Four-Door Car,Medsize
Washington,5112.104787,Basic,67,321.6,Four-Door Car,Large
California,5119.901412,Basic,65,312,Two-Door Car,Small
California,2494.869528,Basic,62,0.887629,Four-Door Car,Large
Oregon,23594.6802,Basic,66,86.461582,Four-Door Car,Medsize
California,5656.203464,Basic,72,203.42306,Four-Door Car,Medsize
Nevada,15673.13621,Extended,78,453.073096,Four-Door Car,Large
Oregon,8509.453945,Extended,82,590.4,Four-Door Car,Medsize
Oregon,6418.24871,Extended,81,123.576765,Four-Door Car,Medsize
Oregon,3055.70113,Extended,77,108.871857,Four-Door Car,Medsize
California,5746.05593,Basic,72,64.977867,Four-Door Car,Medsize
Oregon,23594.6802,Basic,66,86.461582,Four-Door Car,Medsize
Oregon,6005.847375,Extended,86,412.8,Four-Door Car,Medsize
Oregon,5028.839465,Basic,67,80.753763,Four-Door Car,Medsize
California,3409.677392,Extended,85,408,Four-Door Car,Medsize
Oregon,4348.139173,Basic,62,675.661163,Four-Door Car,Small
Nevada,8337.194193,Basic,69,331.2,Two-Door Car,Medsize
Nevada,2346.675378,Basic,62,297.6,Four-Door Car,Small
Arizona,4991.035369,Basic,62,29.035528,Two-Door Car,Medsize
California,2879.505701,Basic,74,355.2,Two-Door Car,Small
California,3482.038245,Extended,96,726.132858,Four-Door Car,Medsize
California,8216.391903,Premium,117,983.127481,Four-Door Car,Medsize
Oregon,3155.45562,Extended,80,488.296267,Four-Door Car,Medsize
Arizona,5292.202092,Basic,66,316.8,Four-Door Car,Medsize
Oregon,6553.943457,Basic,61,365.820487,Two-Door Car,Medsize
Washington,7618.442045,Basic,63,170.496071,Four-Door Car,Large
Nevada,24610.78085,Extended,76,363.845631,Four-Door Car,Medsize
Oregon,3142.81161,Extended,78,507.060901,Four-Door Car,Medsize
Arizona,32021.40422,Basic,100,635.020091,SUV,Small
Washington,5096.700181,Basic,65,27.66775,Two-Door Car,Medsize
California,4889.609695,Extended,122,817.692013,SUV,Medsize
Oregon,5112.570311,Basic,65,312,Four-Door Car,Medsize
Arizona,2725.322949,Basic,69,452.271771,Four-Door Car,Medsize
California,9780.852337,Extended,132,950.4,SUV,Medsize
Arizona,15042.57658,Premium,190,912,SUV,Medsize
Oregon,5308.291752,Basic,66,186.387874,Four-Door Car,Medsize
Oregon,19160.98994,Extended,239,1294.700423,Luxury SUV,Medsize
Oregon,3324.551776,Extended,92,441.6,Two-Door Car,Medsize
California,3791.549972,Extended,95,405.443681,Four-Door Car,Medsize
Arizona,7600.034998,Basic,70,504,Four-Door Car,Medsize
California,6950.100195,Extended,88,603.100479,Four-Door Car,Medsize
California,4605.036646,Basic,63,302.4,Four-Door Car,Large
Oregon,5864.381825,Basic,72,438.149129,Four-Door Car,Medsize
Washington,15374.18296,Extended,128,587.409205,SUV,Large
Arizona,3230.576665,Extended,81,207.75186,Four-Door Car,Medsize
Oregon,9294.54951,Extended,77,105.181202,Four-Door Car,Medsize
Arizona,2504.871709,Basic,64,42.029731,Four-Door Car,Small
Oregon,7081.690974,Extended,87,417.6,Two-Door Car,Large
Arizona,9560.049227,Extended,122,683.45551,SUV,Small
California,6756.062791,Extended,86,324.944098,Four-Door Car,Medsize
Oregon,5290.666331,Basic,68,326.4,Four-Door Car,Medsize
California,8391.133455,Premium,106,710.740743,Two-Door Car,Small
Arizona,21151.2328,Extended,77,92.307736,Four-Door Car,Medsize
California,9264.32766,Premium,115,552,Two-Door Car,Small
Arizona,2853.600347,Basic,71,329.238904,Four-Door Car,Medsize
Washington,6245.443568,Extended,79,442.9167,Four-Door Car,Medsize
California,2129.063055,Basic,61,292.8,Four-Door Car,Medsize
Nevada,14789.61805,Extended,129,712.833284,SUV,Small
Arizona,5324.38786,Basic,68,326.4,Four-Door Car,Medsize
Arizona,2862.729074,Basic,73,327.912134,Four-Door Car,Medsize
California,8614.686004,Basic,107,48.782626,SUV,Medsize
Oregon,4931.503095,Basic,62,315.326222,Four-Door Car,Medsize
Arizona,4642.020128,Basic,64,770.254285,Two-Door Car,Small
Arizona,21423.63723,Basic,65,312,Two-Door Car,Medsize
Oregon,4858.067125,Basic,67,482.4,Four-Door Car,Medsize
Arizona,5261.101863,Basic,66,48.936563,Four-Door Car,Medsize
California,3274.037562,Extended,81,348.186032,Four-Door Car,Medsize
California,6134.38779,Extended,78,289.468771,Four-Door Car,Medsize
Washington,3690.698916,Extended,92,441.6,Four-Door Car,Medsize
California,2776.772734,Basic,69,62.625841,Four-Door Car,Large
California,10972.06778,Extended,137,657.6,Sports Car,Medsize
Washington,4177.666255,Basic,104,499.2,Sports Car,Medsize
Washington,5838.89915,Basic,73,281.295903,Four-Door Car,Large
California,6462.22199,Basic,65,312,Four-Door Car,Medsize
California,5109.50079,Basic,66,316.8,Four-Door Car,Medsize
California,8278.716567,Extended,226,1084.8,Luxury SUV,Medsize
California,8682.234653,Basic,115,552,SUV,Medsize
Oregon,9415.901707,Extended,133,1361.993232,Sports Car,Small
Oregon,3230.576665,Extended,81,207.75186,Four-Door Car,Medsize
California,17019.1929,Extended,211,1012.8,Luxury SUV,Large
Oregon,2647.519741,Basic,69,300.056383,Four-Door Car,Medsize
Arizona,12883.11573,Basic,109,757.170246,SUV,Small
California,20930.05217,Basic,66,94.142294,Four-Door Car,Small
California,4814.350556,Basic,67,482.4,Four-Door Car,Medsize
Oregon,4836.892172,Basic,61,93.181865,Four-Door Car,Medsize
Nevada,18745.39592,Extended,99,475.2,Four-Door Car,Small
Washington,17367.52612,Basic,112,537.6,SUV,Small
Oregon,9012.922138,Basic,112,83.240006,SUV,Small
California,5871.607022,Extended,80,871.055266,Four-Door Car,Medsize
Oregon,5926.729379,Extended,96,460.8,Four-Door Car,Medsize
Arizona,5453.709172,Basic,67,302.733593,Four-Door Car,Medsize
California,9106.867749,Basic,114,547.2,SUV,Medsize
Arizona,5013.136429,Extended,126,604.8,SUV,Medsize
California,6672.05628,Premium,165,60.005031,SUV,Medsize
Oregon,6521.368813,Extended,82,393.6,Four-Door Car,Medsize
Nevada,13024.22378,Premium,110,565.837664,Four-Door Car,Medsize
Oregon,2748.800067,Basic,68,304.115627,Four-Door Car,Medsize
Oregon,2803.59608,Basic,70,327.061103,Four-Door Car,Medsize
Oregon,7231.000788,Basic,61,181.804443,Two-Door Car,Medsize
Oregon,8329.286254,Basic,104,21.261834,SUV,Medsize
California,4626.801093,Basic,114,547.2,SUV,Medsize
California,6265.343299,Extended,84,481.025786,Four-Door Car,Medsize
Oregon,4504.16329,Basic,62,135.851316,Two-Door Car,Medsize
Oregon,11533.47722,Extended,96,250.058657,Two-Door Car,Medsize
Arizona,5349.996572,Basic,67,272.195232,Four-Door Car,Medsize
Oregon,2855.687705,Basic,70,336,Two-Door Car,Small
Nevada,6601.611299,Basic,194,2306.508397,Luxury SUV,Medsize
Oregon,3470.177816,Extended,86,170.532133,Four-Door Car,Medsize
Arizona,5895.106386,Basic,74,152.365482,Two-Door Car,Medsize
Oregon,5065.935608,Basic,63,302.4,Four-Door Car,Small
Oregon,41787.90343,Premium,119,571.2,Four-Door Car,Medsize
Nevada,4882.286714,Extended,123,131.262395,SUV,Medsize
California,3837.615029,Basic,106,117.229971,SUV,Medsize
Oregon,2154.073997,Basic,65,312,Four-Door Car,Medsize
California,5049.118385,Basic,68,457.169818,Four-Door Car,Medsize
California,13869.92705,Basic,118,612.300581,SUV,Small
Oregon,5213.3743,Extended,131,628.8,SUV,Medsize
Washington,4911.115538,Basic,62,274.114843,Four-Door Car,Medsize
Arizona,7751.855026,Basic,105,756,SUV,Large
California,25464.82059,Extended,97,465.6,Four-Door Car,Small
Oregon,9472.956706,Extended,131,628.8,SUV,Small
Arizona,5926.957452,Extended,84,403.2,Four-Door Car,Medsize
Oregon,8470.043225,Extended,82,479.312226,Four-Door Car,Large
Arizona,8675.993821,Basic,108,379.951464,SUV,Medsize
Oregon,18205.67367,Extended,128,614.4,Sports Car,Medsize
Washington,2618.326183,Basic,66,430.604489,Two-Door Car,Medsize
Arizona,3349.639274,Extended,84,344.015386,Four-Door Car,Medsize
Nevada,5979.724161,Extended,76,547.2,Four-Door Car,Medsize
Oregon,16301.9676,Extended,85,574.024018,Two-Door Car,Medsize
California,7882.987485,Extended,99,587.656629,Four-Door Car,Medsize
California,7748.811,Basic,64,175.429028,Two-Door Car,Medsize
California,15860.03591,Extended,136,46.098963,SUV,Small
Oregon,2279.696801,Basic,61,292.8,Two-Door Car,Medsize
California,15272.79977,Basic,100,361.788917,SUV,Medsize
California,5498.753121,Extended,138,553.699596,SUV,Medsize
California,5743.403321,Basic,73,343.278996,Two-Door Car,Medsize
California,3942.917284,Extended,99,547.619785,Four-Door Car,Small
California,2503.603127,Basic,63,302.4,Four-Door Car,Medsize
Oregon,4558.592305,Basic,62,446.4,Four-Door Car,Medsize
Oregon,67907.2705,Premium,192,151.711475,Sports Car,Medsize
Nevada,2396.672304,Basic,62,297.6,Four-Door Car,Medsize
Arizona,5568.947534,Extended,79,407.440238,Two-Door Car,Medsize
Oregon,7334.517166,Basic,181,124.447153,Luxury Car,Medsize
California,7150.111338,Extended,91,436.8,Four-Door Car,Medsize
Nevada,12023.75062,Basic,106,763.2,Sports Car,Medsize
Oregon,4018.88493,Basic,112,544.250322,SUV,Medsize
Oregon,4770.550911,Basic,65,362.774545,Two-Door Car,Medsize
Nevada,29297.33082,Basic,115,1251.042795,SUV,Small
Washington,27929.96441,Extended,86,412.8,Four-Door Car,Medsize
Oregon,2899.922473,Basic,74,238.517525,Two-Door Car,Medsize
Oregon,2331.325089,Basic,68,326.4,Four-Door Car,Medsize
Arizona,8561.561976,Basic,108,518.4,SUV,Medsize
California,11280.72641,Extended,96,673.780804,Four-Door Car,Medsize
Oregon,2764.024716,Basic,70,336,Four-Door Car,Large
Washington,2580.849899,Basic,66,316.8,Four-Door Car,Medsize
Nevada,10856.01489,Extended,90,22.75546,Two-Door Car,Medsize
Oregon,4150.836913,Premium,104,666.092015,Four-Door Car,Medsize
California,16979.79757,Basic,73,525.6,Two-Door Car,Small
California,5028.739297,Basic,67,216.196521,Four-Door Car,Medsize
California,64618.75715,Extended,217,1562.4,Luxury Car,Small
Arizona,41103.24183,Premium,116,556.8,Four-Door Car,Medsize
Washington,22658.53652,Basic,67,404.817249,Four-Door Car,Medsize
California,7013.436657,Extended,88,16.37296,Four-Door Car,Medsize
Oregon,8658.863813,Basic,109,400.181882,Sports Car,Medsize
Oregon,5214.342348,Basic,65,4.619402,Four-Door Car,Medsize
California,4334.064096,Extended,123,590.4,SUV,Medsize
California,3731.504584,Extended,96,460.8,Four-Door Car,Large
Oregon,22242.51659,Premium,110,82.019005,Four-Door Car,Medsize
California,12280.76661,Premium,102,489.6,Two-Door Car,Medsize
California,13024.13012,Extended,125,900,SUV,Small
Oregon,7488.785177,Basic,64,307.2,Two-Door Car,Small
Arizona,2300.691547,Basic,63,302.4,Four-Door Car,Large
Nevada,30081.36783,Basic,108,225.971279,SUV,Medsize
California,3745.374656,Extended,94,135.626867,Four-Door Car,Medsize
Arizona,13246.56841,Premium,169,811.2,SUV,Medsize
Arizona,5008.275979,Extended,123,96.338144,SUV,Medsize
Arizona,2396.219292,Basic,66,433.160284,Four-Door Car,Large
California,5146.898635,Basic,64,154.713524,Four-Door Car,Large
Washington,6540.204626,Extended,89,111.836561,Two-Door Car,Medsize
Arizona,7159.806745,Extended,90,76.289123,Four-Door Car,Medsize
California,6087.302608,Extended,76,46.20341,Four-Door Car,Large
Oregon,9772.736775,Extended,83,81.599332,Four-Door Car,Medsize
California,6005.847375,Extended,86,412.8,Four-Door Car,Medsize
Oregon,6811.576281,Basic,63,302.4,Four-Door Car,Small
California,16350.13061,Premium,165,1452.213743,SUV,Medsize
Washington,3580.261881,Extended,90,289.236063,Four-Door Car,Small
Nevada,5821.128509,Basic,72,23.773332,Four-Door Car,Medsize
Nevada,2839.56968,Basic,73,525.6,Four-Door Car,Small
California,10097.19837,Basic,63,206.926432,Four-Door Car,Large
California,2674.227315,Basic,67,337.219884,Four-Door Car,Medsize
Nevada,4515.445404,Premium,115,39.292196,Four-Door Car,Medsize
Oregon,7998.347343,Basic,112,602.431489,SUV,Medsize
California,2809.766683,Basic,70,336,Four-Door Car,Large
Washington,4748.794301,Basic,70,504,Four-Door Car,Small
California,5272.518472,Basic,66,67.647131,Four-Door Car,Medsize
California,6712.294021,Extended,83,74.803791,Four-Door Car,Medsize
Washington,8188.976576,Basic,103,565.267705,SUV,Small
Arizona,14429.89284,Basic,198,962.159318,Luxury Car,Small
Arizona,4376.363592,Premium,111,60.036683,Four-Door Car,Medsize
Oregon,3713.803592,Extended,92,441.6,Four-Door Car,Medsize
Arizona,7590.050089,Basic,66,316.8,Two-Door Car,Medsize
Oregon,2795.735679,Basic,69,47.70723,Four-Door Car,Small
Nevada,8640.753192,Basic,109,71.053011,SUV,Small
Washington,2624.896858,Basic,71,340.8,Two-Door Car,Large
Oregon,4815.020779,Basic,66,711.8026,Two-Door Car,Small
California,4460.418492,Basic,65,312,Four-Door Car,Small
Arizona,6047.02516,Extended,76,364.8,Four-Door Car,Medsize
Oregon,8221.870429,Premium,108,774.714929,Four-Door Car,Small
California,6798.272436,Extended,94,451.2,Four-Door Car,Small
California,12817.41348,Basic,67,302.272725,Four-Door Car,Medsize
Arizona,5219.886414,Basic,66,286.967405,Four-Door Car,Medsize
Nevada,6140.242989,Extended,77,369.6,Four-Door Car,Small
Arizona,3756.63877,Basic,108,718.383,SUV,Medsize
California,7356.559341,Extended,92,321.060571,Two-Door Car,Large
California,32725.2974,Extended,134,411.077415,SUV,Medsize
California,7057.463184,Extended,90,61.585668,Four-Door Car,Medsize
California,11005.02349,Basic,69,496.8,Four-Door Car,Medsize
California,5563.771927,Basic,71,340.8,Four-Door Car,Medsize
Oregon,7451.479991,Basic,65,312,Four-Door Car,Small
Arizona,5181.054467,Basic,70,336,Four-Door Car,Large
Washington,12584.00638,Basic,103,155.125923,SUV,Medsize
California,13057.01188,Basic,190,1833.182529,Luxury SUV,Small
Arizona,17776.82267,Extended,223,1070.4,Luxury Car,Small
Nevada,2757.383982,Basic,69,331.2,Four-Door Car,Medsize
California,7535.42519,Basic,65,312,Two-Door Car,Small
Oregon,2826.804029,Basic,71,511.2,Two-Door Car,Small
California,7326.544855,Extended,92,4.216231,Four-Door Car,Medsize
Oregon,6633.137616,Extended,83,85.073541,Four-Door Car,Medsize
Arizona,2485.886754,Basic,70,504,Two-Door Car,Medsize
Oregon,8598.185237,Basic,73,203.640251,Four-Door Car,Large
Arizona,8586.801328,Basic,72,146.124719,Four-Door Car,Medsize
Arizona,2417.777032,Basic,65,312,Two-Door Car,Medsize
Arizona,2693.663643,Basic,69,56.351667,Four-Door Car,Medsize
Arizona,7179.22522,Extended,91,436.8,Two-Door Car,Medsize
Oregon,10629.33736,Extended,88,92.966783,Four-Door Car,Medsize
Arizona,2710.918992,Extended,76,547.2,Two-Door Car,Medsize
Oregon,7724.052993,Basic,195,294.762659,Luxury SUV,Medsize
Oregon,3508.569533,Extended,98,1176.2788,Four-Door Car,Small
California,2241.108638,Basic,63,453.6,Two-Door Car,Medsize
Oregon,33279.77231,Basic,117,436.533172,Sports Car,Medsize
Washington,5348.30258,Basic,70,292.434826,Four-Door Car,Medsize
California,5251.152281,Basic,72,345.6,Four-Door Car,Medsize
California,4686.807406,Premium,119,464.99983,Four-Door Car,Medsize
Arizona,7148.331333,Basic,181,422.960234,Luxury Car,Medsize
Washington,5028.575209,Basic,62,297.6,Four-Door Car,Small
Oregon,2415.415525,Basic,61,409.88696,Four-Door Car,Small
California,7545.548643,Basic,106,631.108223,SUV,Medsize
California,5264.425866,Basic,66,316.8,Four-Door Car,Small
Oregon,4474.48438,Basic,112,537.6,SUV,Small
Oregon,21578.86035,Basic,72,510.976913,Two-Door Car,Small
California,2902.622439,Basic,73,186.292275,Four-Door Car,Medsize
Arizona,10876.4794,Extended,138,138.633681,Sports Car,Medsize
Nevada,4413.285858,Basic,112,38.403843,SUV,Small
Arizona,12504.49422,Premium,106,508.8,Two-Door Car,Medsize
Washington,7462.926263,Extended,93,7.345946,Two-Door Car,Small
Oregon,4690.793868,Premium,118,1026.741926,Four-Door Car,Medsize
California,2943.045259,Extended,81,388.8,Two-Door Car,Large
Oregon,5003.336664,Basic,66,445.19869,Four-Door Car,Small
Nevada,13466.92071,Basic,119,571.2,SUV,Small
California,3386.186515,Extended,86,33.894695,Four-Door Car,Medsize
California,5503.440723,Basic,68,326.4,Four-Door Car,Medsize
Oregon,25807.063,Extended,214,1027.2,Luxury Car,Small
California,4739.34663,Premium,119,762.007253,Four-Door Car,Medsize
Nevada,15777.88702,Basic,65,289.894293,Two-Door Car,Medsize
Oregon,2619.865336,Basic,67,2.028223,Two-Door Car,Medsize
California,15445.66166,Basic,65,297.864823,Four-Door Car,Medsize
Washington,3355.528168,Extended,84,150.688024,Four-Door Car,Medsize
California,2874.08847,Basic,72,112.425578,Four-Door Car,Medsize
Oregon,2846.645431,Basic,71,340.8,Four-Door Car,Medsize
Arizona,23813.52051,Basic,66,201.762191,Four-Door Car,Medsize
Oregon,5313.467001,Extended,79,568.8,Two-Door Car,Medsize
Washington,3730.144916,Extended,93,446.4,Four-Door Car,Medsize
California,9031.214859,Extended,122,650.52179,Sports Car,Medsize
California,5931.28489,Basic,74,355.2,Four-Door Car,Small
California,9429.080755,Extended,83,108.69654,Four-Door Car,Medsize
California,7613.049819,Basic,109,523.2,SUV,Medsize
Washington,3313.014405,Extended,83,26.314753,Four-Door Car,Medsize
Arizona,7317.014254,Basic,63,340.453606,Four-Door Car,Small
Oregon,2665.737082,Basic,66,272.844816,Four-Door Car,Small
Oregon,3230.576665,Extended,81,207.75186,Four-Door Car,Medsize
Oregon,17367.27409,Premium,145,181.501424,SUV,Medsize
Oregon,10595.81033,Basic,102,734.4,SUV,Small
California,5999.380228,Premium,165,956.589903,SUV,Small
California,17006.00256,Basic,71,340.8,Four-Door Car,Medsize
California,3954.344534,Basic,103,535.080276,Sports Car,Large
Nevada,3589.372361,Extended,92,348.216284,Four-Door Car,Small
Arizona,7329.777554,Premium,185,888,SUV,Medsize
Nevada,7380.570445,Basic,184,61.554272,Luxury SUV,Medsize
Oregon,7472.672033,Extended,97,465.6,Four-Door Car,Small
Oregon,8500.12195,Basic,119,856.8,Sports Car,Medsize
California,19357.79964,Premium,163,983.374985,SUV,Medsize
California,5846.114411,Premium,145,510.381882,SUV,Small
Arizona,2231.786517,Basic,61,311.404068,Four-Door Car,Small
Oregon,4864.527356,Extended,122,1134.960471,SUV,Small
California,4594.292826,Basic,114,547.2,Sports Car,Medsize
Oregon,3044.003202,Extended,84,604.8,Four-Door Car,Medsize
Washington,2759.978287,Basic,69,331.2,Two-Door Car,Medsize
Oregon,11064.29047,Extended,93,446.4,Two-Door Car,Medsize
California,7555.828789,Premium,114,820.8,Four-Door Car,Medsize
Oregon,7469.557777,Extended,94,134.828318,Two-Door Car,Medsize
California,4920.492369,Basic,63,302.4,Two-Door Car,Small
Arizona,12298.6863,Basic,113,542.4,SUV,Medsize
Washington,4630.363287,Basic,64,460.8,Four-Door Car,Small
California,4636.54647,Basic,66,316.8,Two-Door Car,Medsize
Arizona,20467.71796,Basic,64,179.251604,Four-Door Car,Large
California,3792.829528,Basic,104,748.8,SUV,Medsize
California,17526.17908,Extended,220,1056,Luxury SUV,Medsize
California,4715.469193,Extended,126,694.357961,SUV,Medsize
California,2288.763508,Basic,63,344.288189,Four-Door Car,Large
California,5670.132321,Basic,71,320.486645,Four-Door Car,Medsize
Washington,7228.993348,Extended,91,436.8,Four-Door Car,Large
Oregon,11009.13049,Premium,283,1358.4,Luxury Car,Medsize
Arizona,5639.941974,Basic,70,425.800112,Four-Door Car,Medsize
Washington,11196.46002,Premium,298,2145.6,Luxury Car,Medsize
California,12840.43291,Extended,90,648,Two-Door Car,Large
Oregon,8828.380695,Basic,110,159.239518,Sports Car,Medsize
Washington,13268.79263,Premium,112,326.926833,Four-Door Car,Medsize
California,3728.874098,Basic,69,496.8,Two-Door Car,Medsize
Nevada,4983.114656,Extended,133,957.6,Sports Car,Large
Washington,13727.79972,Extended,126,604.8,SUV,Medsize
California,8343.751519,Basic,71,72.862304,Four-Door Car,Medsize
Oregon,7191.831645,Basic,67,308.54976,Two-Door Car,Medsize
Washington,13759.14695,Extended,96,460.8,Four-Door Car,Medsize
Nevada,9788.713108,Extended,83,37.699658,Four-Door Car,Medsize
Oregon,3360.44356,Extended,85,314.246507,Two-Door Car,Medsize
Oregon,4887.794108,Extended,124,211.68058,SUV,Small
Oregon,7582.113842,Basic,64,268.471802,Four-Door Car,Medsize
California,2516.213745,Basic,64,300.312635,Four-Door Car,Medsize
California,3571.34607,Extended,89,427.2,Four-Door Car,Small
Arizona,9868.595441,Extended,99,712.8,Four-Door Car,Medsize
Oregon,5375.821564,Basic,70,104.977375,Four-Door Car,Medsize
California,4254.620669,Basic,61,292.8,Two-Door Car,Small
California,3061.052283,Extended,83,269.406119,Four-Door Car,Medsize
Arizona,2414.770722,Basic,67,482.4,Two-Door Car,Large
Washington,4526.52638,Basic,68,326.4,Four-Door Car,Medsize
Arizona,5635.294733,Basic,71,229.686659,Four-Door Car,Medsize
Arizona,8254.698836,Basic,115,552,Sports Car,Large
Washington,7320.070571,Premium,112,806.4,Two-Door Car,Medsize
California,3933.813993,Basic,103,674.973614,SUV,Medsize
Arizona,2433.089468,Basic,71,493.055291,Four-Door Car,Medsize
California,5706.955563,Basic,71,10.42277,Two-Door Car,Medsize
Oregon,2585.444463,Basic,73,350.4,Four-Door Car,Medsize
Oregon,2659.70565,Extended,87,420.041981,Four-Door Car,Medsize
Arizona,5310.861767,Basic,72,345.6,Four-Door Car,Small
Arizona,5874.820212,Basic,74,128.643975,Four-Door Car,Medsize
California,8579.889155,Basic,111,532.8,Sports Car,Medsize
Washington,8903.966435,Premium,116,792.609747,Two-Door Car,Small
Arizona,8149.769437,Basic,71,340.8,Two-Door Car,Medsize
Arizona,2570.162134,Basic,67,321.6,Four-Door Car,Small
Nevada,2585.56013,Basic,64,307.2,Four-Door Car,Medsize
California,2844.849804,Basic,71,340.8,Two-Door Car,Medsize
California,4633.550875,Basic,117,272.612048,Sports Car,Medsize
Arizona,6678.899026,Extended,84,161.640052,Four-Door Car,Medsize
Nevada,2222.865016,Basic,62,446.4,Two-Door Car,Medsize
Washington,8522.759016,Basic,109,723.786607,SUV,Medsize
Oregon,25082.1789,Basic,100,1000.850446,SUV,Medsize
Washington,3479.260311,Extended,86,366.381387,Two-Door Car,Small
Oregon,7851.582939,Basic,65,105.068788,Two-Door Car,Medsize
Arizona,2509.508795,Basic,71,511.2,Four-Door Car,Small
Oregon,2854.26694,Basic,73,472.043042,Two-Door Car,Small
Oregon,8879.790017,Basic,113,528.20086,SUV,Small
California,8392.618913,Basic,111,617.396701,Sports Car,Medsize
Washington,5279.478432,Basic,65,312,Four-Door Car,Large
Oregon,8272.330818,Basic,103,37.802583,Sports Car,Medsize
Nevada,7662.429999,Basic,73,525.6,Four-Door Car,Medsize
California,4899.977003,Extended,122,832.453791,SUV,Medsize
Arizona,4508.862933,Basic,112,377.354191,Sports Car,Small
Washington,3094.320237,Extended,78,534.501024,Four-Door Car,Medsize
Nevada,4383.150505,Basic,110,156.282093,SUV,Medsize
Oregon,2530.705137,Basic,63,61.769564,Four-Door Car,Medsize
Arizona,8291.659086,Basic,106,501.134524,SUV,Medsize
Arizona,8164.31273,Basic,114,820.8,SUV,Small
Oregon,2337.35182,Basic,61,292.8,Four-Door Car,Small
Washington,9002.409572,Premium,111,532.8,Two-Door Car,Small
California,5389.499465,Extended,136,57.712985,Sports Car,Medsize
California,2721.585434,Basic,68,326.4,Four-Door Car,Small
California,6005.847375,Extended,86,412.8,Four-Door Car,Medsize
California,5555.830205,Basic,72,471.443077,Four-Door Car,Small
Nevada,5470.060561,Extended,138,702.990032,SUV,Medsize
Oregon,15610.90065,Premium,119,439.352186,Four-Door Car,Medsize
Arizona,2616.613903,Basic,66,316.8,Two-Door Car,Medsize
Oregon,4681.52815,Basic,72,439.772868,Four-Door Car,Medsize
Arizona,4890.1093,Basic,68,689.282166,Four-Door Car,Small
Arizona,7457.344801,Basic,187,897.6,Luxury SUV,Medsize
Arizona,22185.88045,Basic,62,133.284622,Two-Door Car,Medsize
California,5305.087084,Basic,71,340.8,Two-Door Car,Medsize
Washington,9470.624437,Extended,80,203.469143,Four-Door Car,Medsize
Arizona,3548.148767,Extended,88,422.4,Four-Door Car,Medsize
Oregon,2451.535793,Basic,62,69.794432,Two-Door Car,Medsize
California,8652.652451,Premium,111,377.781658,Two-Door Car,Medsize
Oregon,2535.223185,Basic,63,362.51794,Four-Door Car,Small
Oregon,4314.065657,Basic,64,460.8,Four-Door Car,Small
Oregon,6731.050335,Basic,62,446.4,Four-Door Car,Medsize
Oregon,7779.588181,Basic,65,190.751345,Four-Door Car,Medsize
Nevada,2805.286098,Extended,77,360.499075,Four-Door Car,Medsize
Washington,5251.968272,Basic,67,88.382536,Four-Door Car,Large
Arizona,8044.872393,Basic,67,284.000172,Four-Door Car,Medsize
California,4250.282624,Basic,61,292.8,Four-Door Car,Small
Arizona,13891.67638,Basic,70,336,Four-Door Car,Medsize
Oregon,2725.356404,Basic,69,56.60333,Four-Door Car,Large
Washington,4779.893422,Basic,119,112.268583,SUV,Medsize
Oregon,4808.957973,Basic,61,142.459804,Two-Door Car,Medsize
Arizona,8658.863813,Basic,109,400.181882,Sports Car,Medsize
Oregon,9215.541928,Basic,115,552,SUV,Small
California,5068.426258,Basic,65,227.183015,Four-Door Car,Medsize
Oregon,4879.713235,Basic,67,321.6,Four-Door Car,Medsize
Arizona,13466.92071,Basic,119,571.2,SUV,Small
Oregon,13306.18451,Premium,170,592.85751,SUV,Medsize
California,7350.182328,Basic,108,777.6,Sports Car,Medsize
Arizona,4822.436037,Basic,61,121.654567,Four-Door Car,Medsize
Arizona,3554.845264,Extended,88,55.510526,Four-Door Car,Large
Nevada,3135.579831,Extended,91,707.264022,Four-Door Car,Small
Oregon,57520.50151,Premium,161,772.8,SUV,Medsize
Arizona,2515.411468,Basic,65,366.531664,Four-Door Car,Medsize
Oregon,7247.495684,Extended,96,460.8,Four-Door Car,Large
Oregon,4878.950256,Basic,61,400.294938,Two-Door Car,Small
California,2971.919417,Extended,76,218.374041,Two-Door Car,Medsize
California,11302.60169,Extended,95,530.667993,Four-Door Car,Small
California,7996.597066,Extended,99,699.517349,Four-Door Car,Small
California,7411.813055,Basic,73,525.6,Four-Door Car,Large
Arizona,3179.474225,Extended,79,277.360797,Four-Door Car,Medsize
Washington,22658.53652,Basic,67,404.817249,Four-Door Car,Medsize
California,3774.861293,Extended,95,456,Four-Door Car,Medsize
Arizona,8224.770259,Basic,104,324.097433,SUV,Medsize
Oregon,2563.582441,Basic,69,331.2,Four-Door Car,Small
